,Deep EEG super-resolution: Upsampling EEG spatial resolution with Generative Adversarial Networks,2018,Corley & Huang,IEEE EMBS International Conference on Biomedical & Health Informatics,No,"University of Texas, San Antonio",4,,Generation of data,Generating EEG,Spatial upsampling,,Novel Approach: GAN for EEG Upsampling.,,BCI Competition III - Dataset V,GANs previous great results on image super-resolution,,"N/M
(see dataset)",No,N/A,BCI Competition III - V,Public,3,32,512,N/M,,,1) Downsampling in the number of channels (from 32 to 16),No,None,Raw EEG,z-score,,N/M,WGAN,GAN,N/M,Convolutional layers with kernel dimensions that find the relationships between channels,Yes,"32 x 512
(channels x samples)","Gen: 6 Conv Layers
Discrim:  4 Conv Layers + 1 FC",ELU,"Dropout
(0.1 - 0.25)",,,"32 x SR
(Channels x Super Resolved)
(upsampled data)",N/M,"Pre-trained Gen fine-tuned w/
WGAN framework losses w/ gradient penalty weight of 10. 
Also, label smoothing technique",Adam,"a=10^-4, b1=0.5, b2=0.9",64,N/M,N/M,"Gen: MSE
Discrim: Distance",Inter,Holdout,"Train: 75%
Valid: 20%
Test: 5%","The train set contained a total of 1,096,192 samples
epochs of size (32 channels by 512 samples)
3 subjects","MSE 
MAE 
(mean absolute error)
Accuracy, precision and recall (for classification task)","MSE, MAE, accuracy, precision, recall",N/M,,N/M,"[Scale 2 - Test]   MSE: 2.06E3  |  MAE: 24.66
[Scale 4 - Test]   MSE: 8.68E3  |  MAE: 64.39

~10^4 fold (MSE) and ~10^2 fold (MAE) compared to Bicubic Interpolation",Bicubic Interpolated Channel Data,Traditional pipeline,,N/M,"""Feature scaling techniques besides standard normalization decreased model performance. [...] It was notably difficult and time-consuming to train GANs for EEG data. [...] After testing different variants of GAN: WGAN appeared to be more stable during training.""","""It was notably difficult and time-consuming to train GANs for EEG data""",No,N/A,No,N/A,,Yannick,Isabela,,Corley2018
,Spatial and Time Domain Feature of ERP Speller System Extracted via Convolutional Neural Network,2018,"Yoon, Lee & Whang",Computational Intelligence and Neuroscience,No,"Duke University
Sangmyung University",12,,Classification of EEG signals,BCI,Reactive,ERP,Alleviate BCI illiteracy,Reduce BCI illiteracy in P300 spellers by using CNNs,Rapid Serial Visual Presentation (P300 speller),"Uncover new unknown spatial/temporal patterns.
When an optimal filter is applied, the convolution will magnify the feature of interest and reduce the others [25].",,B-Alert X10,No,P300 and oddball paradigm-related EEG activity,Internal Recordings,Private,33,11,256,"6x12x20x33
6 icons
20 times each icon / trial
12 trials
33 subjects",Both,,N/M,N/M,Raw EEG,Raw EEG,N/A,,"TensorFlow
Python",CNN,CNN,-,"Layer 1: spatial correlation
Layer 2: temporal filter",Yes,"14 x 300
(channels x samples)","CNN: 2
FC: 2",ReLU,"Dropout
(0.1 - 0.25)",6,"6 different icons 
(Power On/Off, Volume Up/Down, Channel Up/Down)",2,N/M,Standard optimization,Adam,N/M,N/M,N/M,N/M,N/M,Intra,No,"Train: 50% (offline)
Test: 50% (online)","33 subjects, 2 to 4 pairs of sessions (offline + online)
12 trials x session (each trial = 10s + ERP stimuli)","Accuracy, sensitivity, precision, F1 score, ROC (+ ANOVA on metrics)","accuracy, sensitivy, precision, f1-score, ROC",N/M,,N/M,"Accuracy: 88.9 for high performing group, 68,7% for low performing group",No benchmark,None,ANOVA,Analysis of feature maps,"A P300 is not visible in all subjects, but there seems to be a P700 that is pretty consistent across subjects.
Spatial features seem to play a more important role than temporal features in the classification of an oddball task. ",-,No,N/A,No,"I don't understand how they trained their nets, per-subject or across everyone? Their whole analysis is based on grouping Low and a High performing participants, but they came up with these groups based on the performance of each group, while providing learning curves per group... So what came first?",,Hubert,Yannick,,Yoon2018
??,Spectrographic Seizure Detection Using Deep Learning With Convolutional Neural Networks,2018,"Yan, Wang & Grinspan",Neurology,No,Well Cornell Medical College New York,,,Classification of EEG signals,Clinical,Epilepsy,Detection,Improve State-of-the-Art: Using CNN on Spectrogram for Seizure Detection,,"Existing dataset, no mention of any task.
(Supposed: Resting Sate)",,,N/M*,N/M*,"Raw EEG
(Seizure)",PhysioNet ,Public,"N/M*
(130 EEG with 
+ 130 EEG without)",N/M*,N/M*,"16,992 seizure containing images and 16,992 images without seizures",,,N/M*,,Medium Power Spectrogram (MPS),Frequency-domain,,,N/M*,"CNN
(4 variants of VGG16)",CNN,N/M*,,No,"Images 
(1s sliding window of MPS)",N/M*,,,,,N/M*,N/M*,,Dropout: 0.5,,,,No,N/M*,Inter,N/M,"Train: 80%
Test: 20%","130 EEGs with 177 total seizures, and 549 EEGs without seizures. >90% of seizures were <2 minutes long. 130 EEGs with seizure and 130 randomly selected EEGs without seizures were converted to the median power spectrogram (MPS). The training set consisted of 16,992 seizure containing images and 16,992 images without seizures (80% of total images). The testing set contained 4,248 seizure containing images and 4,248 images without seizures (20% of total images).","Sensitivity
Specificity","sensitivity, specificity",,,N/M*,All four CNN variants achieved >98% sensitivity and specificity,N/M*,None,,,"""Convolutional neural nets can achieve high sensitivity and specificity in detecting seizures within spectrograms. However, generalizability and overfitting remains a concern. Further evaluation with more diverse data sets, images grouped by individual seizures, and additional regularization techniques is warranted.""",,No,N/A,TBD,"Can't find the actual paper, if any, seems to be just a brief description of a conf paper.",,Yannick,[TBD],,Yan2018
,Generating target / non-target images of an RSVP experiment from brain signals in by conditional generative adversarial network,2018,Lee & Huang,IEEE EMBS International Conference on Biomedical & Health Informatics,No,"University of Texas, San Antonio",4,,Generation of data,Generating images conditioned on EEG,,,Novel Approach: generating images confitioned on EEG,Using EEG from RSVP to generate images (target or non-target),RSVP - 5 Images/s,GAN models.,,Biosemi,No,RSVP,Internal Recordings,Private,10,"32 
(out of 256 recorded)",N/M,"10 subjects 
x 5 sessions (~1h)",Offline,,"- PREP Pipeline (EEGLAB): bandpass (0.1-55 Hz), robust referencing, interpolating bad channels
- Downsampled to 32Hz
- Subset of 32 channels (visual cortex)",Yes,Raw EEG,Raw EEG,z-score,,EEGLAB,cGAN,GAN,"It's to generate the image, not the EEG data. Based on DCGAN",N/A,Yes,"32 x 32
(channels x samples)","Generator: 4
Discriminator: 4","G: Leaky ReLU
D: ReLU",N/M,N/A,N/A,64 x 64 (image),N/M,GAN Style.,N/M,N/M,16,N/M,N/M,N/M,Inter,No,"Train: 704 epochs 
Test: 176 epochs","10 subjects, 5 sessions (~1h /session), 880 Epochs
1s long epochs",Visual inspection (making sure generated image is of the right class),visual inspection,N/M,,2-3h,Accuracy: 0.625,Generator conditioned on uniform noise from non-overlapping distribution for target and non-target classes,DL,N/M,"Occlusion of input image
(Occluding P300 part did not change anything, but before and after made the image blurry)",We demonstrated the performance of the proposed cGAN model and showed that generation with raw or normalized EEG produced better performance than that with added noise. We also showed how this model could be used for investigating the EEG and image associations.,N/M,No,N/A,No,"It uses DL on EEG as an input to generate an image. Their method doesn't seem to work well (only 0.625 accuracy on a 2-class generation problem), and their occlusion experiment shows that the network doesn't even care about the relevant features in the input data...",,Yannick,Hubert,,Lee2018
,Cross-Participant EEG-Based Assessment of Cognitive Workload Using Multi-Path Convolutional Recurrent Neural Networks,2018,"Hefron, Borghetti, Schubert Kabban, Christensen & Estepp",Sensors,No,Air Force Institute of Technology (Ohio),27,,Classification of EEG signals,Monitoring,Cognitive,Mental workload,Novel Approach: Using a Multi-Path Convolutional Recurrent Neural Network (MPCRNN) to improve SOTA on cross-participant classification of cognitive workload ,Tackle cross-subs variability in cognitive workload assessment,Multi-Attribute Task Battery (MATB) environment,,,BioSemi ActiveTwo,No,None,Internal Recordings,Private,8,128,4096,N/M*,,,"1) Trimmed to 303s trials
2) Downsampled to 512Hz
3) Down-selected 64 electrodes
4) PREP Pipeline to identify and interpolate bad channels, calculate a robust average reference, and remove line noise
5) High-Passe Filter: 1Hz
6) PSD 3-55Hz (2s Hanning-Windowed STFT, 1s overlap)",No,PSD - Frequency Bands (53),Frequency-domain,"[-1, 1]",,"Keras, TensorFlow","(multi-path, residual)
CNN
+
(bi-directional, residual)
LSTM",CNN+RNN,"It combines a wide multi-path, residual, convolutional networkwith a bi-directional, residual LSTM.",1x1 convolutions to act as cross-channel parametric pooling,Yes,"20x53x64
(time x frequency bands x channels)
","[very deep, see schema / paper]",ReLU and sigmoid,Dropout + batch normalization + early stopping + L1 + L2,,,"1
(Mental Workload)",N/M,Standard.,Adam,LR: from 0.0001 to 0.000001,128,N/M,N/M,Binary cross-entropy,Inter,"Test: Hold-out 1 Participant
Training: 7-Fold Cross-Validation",,,Mean Accuracy,accuracy,N/M,,N/M,between 80-86% (depending on sequence length used as input),Simpler DL architectures,DL,,No,"We show that increasing sequence length—a common method to improve accuracy in non-stimulus-locked settings—increases both mean accuracy and variance at statistically significant levels for cross-participant models. Since variance grows with sequence length, increasing temporal sequence length does not adequately address the cross-participant modeling challenge: Producing high-accuracy models with low variance across participants.",N/M,No,N/A,Yes,"Great Literature Review, explaining who did what!
""Ensemble methods, CNNs, and RNNs have generally improved results. However, no comparison using different training techniques has been characterized for deep neural network models""",,Yannick,Isabela,,Hefron2018
,Classification of auditory stimuli from EEG signals with a regulated recurrent neural network reservoir ,2018,"Moinnereau, Brienne, Brodeur, Rouat, Whittingstall & Plourde",Arxiv,Yes,Université de Sherbrooke,5,,Classification of EEG signals,BCI,Reactive,Heard speech decoding,Improve SOTA,Classify heard speech (vowels) from EEG,Auditory Stimuli + Imagined Speech,Can extract features automatically,,ActiCap + BrainAmp,No,Raw EEG,Internal Recordings,Private,8,64,N/M,4800,Offline,,"1) Pass-Band Filter: 0.1-45Hz
2) Re-sampled at 500Hz
3) Windows of 2s (stimulus at 0.5s)
4) Trials with Amplitude > +-75uV rejected
5) Re-reference to local average",Yes (amplitude thresholding),"Spike Train from
Ben’s Spike Algorithm (BSA) ",Other,N/M,,Python,RNN Reservoir,RNN,The reservoir comprises 512 neurons placed in a three-dimensional grid where 80% are excitatory and 20% are inhibitory neurons,N/M,Yes,Spike Trains per channel,N/A,Leaky Integrate-and-Fire,N/M,3,"""a"", ""i"", ""u""",1,N/M,"Reservoir: unsupervised tuning
Classifier: linear regression",N/M,N/M,N/M,N/M,N/M,N/M,Intra,5-Fold CV,"Train: 4/5
Test: 1/5","8 subjects were presented randomly with 3 different auditory stimuli
An auditory stimulus was presented randomly every 10 s and 1 min breaks were imposed every 5 min so that the subject could relax and stretch. Each stimulus was presented a total of 200 times each.
2s epochs (onset at 0.5s) (preprocessing removed 30%!)",Accuracy,accuracy,N/M,,N/M,"83.2% (64 electrodes)
1 Electrode: 57.3% 
3 Electrodes: 71.4% 
10 Electrodes: 81.7%
[Chance: 33%]","CNN
(3 conv layers of 64 filters)",DL,N/M,N/M,"""It’s hard to compare these results with the previ- ous work where many different experimental conditions (e.g. different type and number of stimuli) and preprocessing has been used. However, we show here that excellent classifica- tion results can be obtained with minimal preprocessing of the EEGs.""",N/M,No,N/A,No,"I don't know about the BSA algo to get the features.
The Reservoir Idea seems interesting.",,Yannick,Hubert,,[TBD]
,Deep learning for detection of epileptiform discharges from scalp EEG recordings,2018,"van Putten, de Carvalho, Tjepkema-Cloostermans",Clinical Neurophysiology,No,University of Twente,6,,Classification of EEG signals,Clinical,Epilepsy,Detection,Improve SOTA,Use CNN and/or LSTM to classify yes/no discharges,"Pre-Recorded EEG, no mention of any task.
(Supposed: Resting Sate and sleep)",DL is  promising novel approach and is able to learn from large data-sets,,N/M,No,"Raw EEG
",TBD,Private,"N/M
",19,125,"Training: 41381
Test: 8775
Valid: 47122 (discharge)
Valid: 11782 (normal)",Offline,,"1) Band-Pass Filter: 0.5-35Hz
2) Re-referenced to both a longitudinal bipolar montage and a source Laplacian",No,Raw EEG,Raw EEG,N/M,,Keras,"CNN
RNN",CNN+RNN,Multiple designs,N/M,Yes,19 (channels) x 250 (2s) ,"CNN: 4-9 Layers
LSTM: 50-100 Units
Both w/ 1-3 FC Layers",N/M,Dropout (20-50%),2,"Normal
IED (discharge)","1
(prob [0,1] of discharge)",9142859,Standard,Adam,"LR:3e-3
Beta1: 0.91
Beta2: 0.999
Epsilon: 1e-8",N/M,N/M,N/M,Categorical Cross-Entropy,Inter,N/M,"Train: 41,381
Valid: 58,904
Test: 8,775","Subsequently, we extracted non-overlapping 2 s epochs from the 100 EEGs, and divided them into a training (n = 41,381 epochs) and test (n = 8775 epochs) set. For validation we used 7 EEGs (47,122 epochs) with 538 focal epileptiform discharges and 12 normal EEGs (n = 11,782 epochs).","AUC
Sensitivity
Specificity","AUC, sensitivity, specificity",NVidia GTX 1080,,2h,"AUC: 0.94
Sensitivity: 0.73
Specificity: 1",N/M,None,No,No,"""We foresee that deep nets may outperform humans both in classification accuracy and speed, leading to a fundamental shift in clinical EEG analysis in the next decade.""",N/M,No,N/A,No,I really don't feel that it is possible to assess how good these results are without a baseline,,Yannick,Isabela,,VanPutten2018a
,"Cognitive Analysis of Working Memory Load from EEG, by a Deep Recurrent Neural Network",2018,"Kuanar, Athitsos, Pradhan, Mishra & Rao",ICASSP,No,"University of Texas, Arlington",5,,Classification of EEG signals,Monitoring,Cognitive,Mental workload,Improve State-of-the-Art: Using RNN to measure levels of cognitive load.,"Extract features less sensitive to
variations along each spatial dimension","Working memory / workload experiment.
(showing a set of letters and then showing a letter asking if the letter was part of the set) Sets of 4,6,8,10 letters corresponding to mental workload 1,2,3,4.",ConvNets have demonstrated the ability to extract features that are invariant to changes in input patterns,,"Neurofax EEG-1200 
(Nihon Kohden)
",No,PSD,NIMHANS,Private,22,64,256,N/M,,,1) From 4.5s Windows to 9 Windows of 0.5s,No,"192 Features: 64 chan x 3 bands
Theta (4-7Hz), Alpha (8-13Hz), Beta (13-30Hz) (FFT)
Converted into images. (32x32)
3D electrodes spatial to 2D.",Frequency-domain,N/M,,"Theano, Python",CNN + BiLSTM,CNN+RNN,"Transforming channels and frequency bands into images of 0.5s windows, fed to an Hybrid CNN+BiLSTM",N/M,Yes,"EEG Images 32x32
(0.5s windows)
(mixing 3 freq bands + 64 channels)","9 Conv Layers + 1 FC
+ 2 LSTM Layers of 64 units + 1 FC",Sigmoid,Dropout (0.5) + L2 (0.0001),,,"4 Classes
(Softmax)",1.66 Mil,Standard,Adam,"LR: 10^-4
Beta1: 0.9
Beta2: 0.99",30,N/M,"Gaussian noise
(on image)",Cross-Entropy,Inter,"Leave-Subject-Out 
22-Fold CV",N/M,"A total of 6490 correctly responded samples were collected from 22 subjects and assigned to four different classes corresponding to loads from 1 to 4. EEG signals from each trial of 4.5 sec were sliced into 0.5 sec pieces through an offline windowing process, and an image was constructed over each time slice.",Accurary,accuracy,NVidia K40,,18h,92.50%,"SVM, Logistic Regression, Random Forest
CNN+LSTM, CNN+LSTM+1Conv",DL & Trad.,,N/M,"""Our implementation was different from the previous attempts and learned the robust representations from EEG image sequences using a ConvNet and BiLSTM hybrid network. Our proposed hybrid network demonstrated the significant improvements in finding better classification accuracy i.e. up to 92.5% over various existing LSTM models.""",N/M,Yes,Website,No,N/M*,,Yannick,Isabela,,Kuanar2018
,A Deep Learning Approach with an Attention Mechanism for Automatic Sleep Stage Classification,2018,Längkvist & Loutfi,Arxiv,Yes,"Center for Applied Autonomous Sensor Systems, Orebro University",18,,Classification of EEG signals,Clinical,Sleep,Staging,"New approach: ""Explore the advantages of using a model qith selective attention applied to automatic sleep staging""",Learn representations of sleep EEG with attention,Sleep (PSG),Learn better features,,N/M,No,Sleep,UCDDB,Public,25,"1 EEG (out of 2)
+ 1 EMG
+ 2 EOG",128,N/M,Offline,,"1) Notch Filter: 50Hz
2) Down-Sampled to 64Hz
3) Band-Pass Filter: 0.3-32Hz",N/M,"28 Features: Relative Power: Delta (0.5 − 4Hz), Theta (4−8Hz), Alpha (8−13Hz), Beta (13−20Hz), & Gamma (20−32Hz), Entropy, Kurtosis, and Spectral Mean of all signals and fractal component of EEG.  [+ EOG & EMG features]",Frequency-domain,z-score,,N/M,SAE,AE,"Attention Mechanism
(static & adaptive approaches)",N/M,No,28,1,Sigmoid,"L2 normalization
KL term in cost function for sparsity",5,"SWS, S2, S1, REM, Awake","5 Classes
(Softmax)",N/M,"1) Training AE
2) Training softmax layer on learned features",SGD with momentum,"Momentum: 0.9
LR decay: 0.01",30,Random grid search,N/M,MSE,Inter,5-Fold CV,"Train: 60%
Valid: 20%
Test: 20%","6-9 hours of multivariate time-series sleep data. 25 PSG recordings.
Windows of 30 sec. 1 mini batch = 30 x 30s",Accurary,accuracy,N/M,,2-3h,60-90% on each of the 5 classes.,"DBN
SAE (standard a)
SAE (fixed a)
SAE (adaptive a)",DL,N/M,Visualization of attention mechanism weights,"""[...] Many of the used features try to capture the most relevant information for the current sleep stage and therefore mimic the standard Rechtschaffen and Kales (R&K) system [38, 18, 17] that is manually used by sleep technicians.""",Unsupervised learning treats all features equally; that's why attention mechanism is useful,No,N/A,No,"Not clear how the attention and the recurent network is used with the SAE.
[Hubert]: They mention the RNN once and then forget about it! I think that's probably a mistake that will be corrected in the next version of their paper.",,Yannick,Hubert,,Langkvist2018
,On the Classification of SSVEP-Based Dry-EEG Signals via Convolutional Neural Networks,2018,"Aznan, Bonner, Connolly, Moubayed & Breckon",Arxiv,Yes,Durham University,6,,Classification of EEG signals,BCI,Reactive,SSVEP,Improve State-of-the-Art,Apply CNN to SSVEP with dry EEG headset,SSVEP,Want an end-to-end system (no need to extract features),,Quick-20 (Cognionics),No,SSVEP,Internal Recordings,Private,4,20,500,"Collected: 640
For first subject: 400
For cross-subject: 80",Offline,,None,No,None,Raw EEG,N/A,,Pytorch,CNN,CNN,-,Layer 1: temporal filter,Yes,N/M,"2
(Tried 7 in the end)",ReLU,"L2 normalization
Dropout (50%)",,,4,N/M,Standard optimization,Adam,N/M,32,Grid search,No,Categorical cross-entropy,Both,"10-Fold CV
and
Leave-One-Subject-Out",N/M,"3 subjects x 20 trials x 4 classes
+ 1 subject x 100 trials x 4 classes
(time per trials not mentioned)",Accuracy,accuracy,Nvidia GTX 1060,,4 min,"Subject 1 - all data: 96%
Subject 1-3 (individually, only 20 trials each): mean of 89%
Across-subjects: 78%
Leave-one-subject:out:59% ","Traditional feature-based pipeline (Riemannian Geometry + classifier)
RNN, LSTM, GRU",DL & Trad.,No,No,Repeating the convolutional layer block increased accuracy on the held-out subject.,N/M,No,N/A,Yes,"Their benchmark results look a bit weak, knowing that they used RG...
The paper only mentions at the very end that they tried a deeper net too.",,Hubert,Isabela,,Aznan2018
,A Long Short-Term Memory deep learning network for the prediction of epileptic seizures using EEG signals,2018,"Tsiouris, Pezoulas, Zervakis, Konitsiotis, Koutsouris & Fotiadis",Computers in Biology and Medicine,No,National Technical University of Athens,14,,Classification of EEG signals,Clinical,Epilepsy,Prediction,"New Approach: Using LSTM for seizure detection. (claiming they are the first ones but they are not, so its a Improve SOTA)",Apply LSTM for seizure detection on CHB-MIT,"Resting State, Eyes Open, Eyes Closed, Seizures.","Expand from CNN to LSTM. (they claimed to be first, but they are not...)",,"N/M*
(see dataset paper)",No,Seizures,CHB-MIT,Public,23,23,256,"~980 hours of EEG
185 seizures",,,"1) Selecting only channels that are stable across recordings (for cross-validation)
2) Kept 18 channels.",No,"Time Domain: the 4 Statistical Moments, Standard Dev, Zero Crossings, Peak-to-peak Voltage, Total signal area, decorrelation time.
Frequency Domain: FFT (PSD), DWT.
Cross-Correlation: Max absolute coefficient.
Graph Theory: Local & Global measures.
(all on 5s windows)",Combination,N/M,,"Keras
Tensorflow
Python 3.6",LSTM,RNN,-,LSTM Length: predicting seizures from 15 min before onset to 120 min before onset,Yes,"Features x EEG Segments

643x[5-50]","LSTM_1: 1 (32 HU)
LSTM_2: 1 (128 HU)
LSTM_3: 2 (128/128 HU)

+ 1 FC (30)",ReLU,"Dropout
(finally discarded, because the shuffling of data seems to be enough)",,,"2
(Softmax, 1 hot encoded: preictal or interictal)",N/M,"By shuffling the EEG segments that are used as input, the LSTM network is forced to learn more generic preictal patterns as each sequence consists of random, non-adjacent preictal segments that not only come from various locations with different time distances from the actual seizure onset, but also from the preictal activity of different seizures.",Adam,"LR: 0.001
B1: 0.9
B2: 0.999
Decay: 0",10,Manually trying 3 different configurations,Splitted minority class in smaller subgroups to balance classes,Cross-Entropy,Both,10-Fold CV,"Eval: 3/24 
Train: N/M 
(assuming 21/24)","980 hours of EEG signals and 185 seizures from 24 cases.
5s windows","Sensitivity (SEN)
Specificity (SPEC)
False Prediction Rate (FPR)
Preictal Window","sensitivity, specificity, false prediction rate","N/M
(he seems to say CPU)",,N/M,"[Segments] SEN, SPEC |  [Events] SEN, FPR

15-min Preictal Window: 99.28, 99.28 |  100, 0.107
30-min Preictal Window: 99.37, 99.60 |  100, 0.063
60-min Preictal Window: 99.63, 99.78 |  100, 0.032
120-min Preictal Window: 99.84, 99.86 |  100, 0.02","SVM
Decision Trees
Repeated Incremental Pruning to Produce Error Reduction (RIPPER)

(LSTM outperforms all of them on all subjects)",Traditional pipeline,No,"Yes, going in depth on the 3 different LSTM networks they tried.","In theory, better EEG signal representation could be learned if the size of LSTM network was substantially increased, by adding more layers and memory units, to compensate for the increased input size of directly providing the EEG signals. However, the computational cost of training larger LSTM networks increases rapidly requiring more training time or using arrays of GPUs. Even if computational cost was not a problem, this approach would require even more EEG data to effectively train the millions of network parameters.","1) Overal amount of Data
2) Number of Seizures",No,N/A,Yes,"All Papers need to describe their network that way!
They compared 3 different LSTM
They compared feature-based vs learned features and Raw EEG underperforms feature-based.",,Yannick,Isabela,,Tsiouris2018
,Joint Classification and Prediction CNN Framework for Automatic Sleep Stage Classification,2018,"Phan, Andreotti, Cooray, Chén & De Vos",Arxiv,Yes,University of Oxford,11,,Classification of EEG signals,Clinical,Sleep,Staging,"Improve State-of-the-Art
(~New task: predict neighboring classes too)",Use one-to-many approach with a multi-task softmax to leverage neighboring data to predict sleep stage,Sleep,"Re-using their previous network.
(H. Phan et al., 2018)",,N/M*,No,Sleep events,MASS,Public,200,"1 EEG
1 EMG
1 EOG",100,"228,870",Offline,,"1) Convert 20s epochs in 30s epochs
    (+5s before + 5s after)",N/M,"Spectrogram (STFT)
Hamming window 2s + 50% overlap
Log Spectrum",Frequency-domain,N/M*,,Tensorflow,CNN,CNN,Conv-Pool-Softmax,Layer 0: filter bank on spectrogram,Yes,"129 x 29 x {1, 2, 3}
Bins x time, x channels
30-s epochs","1

(1xCNN +Pooling +Softmax)",ReLU,"L2
Dropout (20%)",5,"Wake
N1, N2, N3
REM",5 x (1 + 2 * nb of neighbouring windows),N/M*,Standard optimization,Adam,LR: 0.0001,200,N/M,Randomly selected batch with balanced classes,Categorical cross-entropy,Inter,"Leave-P-Subjects-Out
20 folds
","Train: 180 subjects
Valid: 10 subjects
Test: 10 subjects","228,870 epochs x 30s per epochs from 200 subjects","Accuracy, Kappa, Specificity, Sensitivity, F1-score","accuracy, Cohen's kappa, specificity, sensitivity, f1-score",N/M*,,1.36 hours,Multimodal acc.: 83.6 %,"One-to-one and Many-to-one with same architecture and with a different ConvNet architecture without l-max pooling
DeepCNN
DeepSleepNet",DL,No,No,"Increasing the number of filters in the Conv layer doesn't impact the performance much
Adding other modalities (EOG, EMG) lead to significant improvements
A context size larger than 3 leads to performance degradation
Using recurrent layers might help",No,No,N/A,No,"1. Not sure how their first ""filter-bank"" layer works. Seems to be omitted from their network graph figure.
2. Is this really a deep net? Looks like a 1-layer ConvNet to me.",,Hubert,Yannick,,Phan2018
,Deep Convolution Neural Network and Autoencoders-Based Unsupervised Feature Learning of EEG Signals,2018,Wen & Zhang,IEEE Access,No,Xiamen University,12,,Improvement of processing tools,Feature learning,,,Improve SOTA,Learn features for epilepsy detection using unsupervised learning,"Resting State, Eyes Open, Eyes Closed, Seizures.",Learn features automatically,,"N/M
(see dataset papers)",Both,Raw EEG,"Bonn University;
CHB-MIT",Public,"D1: 10? (Some healthly, some epileptic, some with intracranial EEG)
D2: 23","Chose a single channel
[D1: 128
D2: 23]","D1: 173.61
D2: 256",500,Offline,,"1) Common average reference
2) Bandpass 0.53-40 Hz",N/M,1) Chose single channel with the most variance,Raw EEG,min-max,,"Scikit-learn
Python",Convolutional AE,AE,Various (tried multiple classifiers on top of the encoder),-,Yes,4096 x 1,"9
[YR: not sure how HJB got that 9]",ReLU,N/M,2,"Seizure
No Seizure

(not explicit)",4096 x 1,N/M,"1) Training AE
2) Training standard classifier on learned features",Adam,N/M,N/M,N/M,N/M,Mean absolute error divided by input mean amplitude,Both,5 and 10 -Fold CV,N/M,"five subsets and each subset has 100 EEG signals. 
Each EEG signal has a duration of 23.6s and the length is 4096.",Accuracy,accuracy,N/M,,N/M,"No aggregate is reported...

(see paper, they report results per subject and per classifier)","PCA
Random projection",Traditional pipeline,No,No,"Less than 4 hidden units on the bottleneck layer led to a drop in accuracy as compared to standard dimensionality reduction techniques.
Their approach is flexible to new datasets...","""It is very difficult to train multiple hidden layers [...]"" ",No,N/A,No,"Interesting approach, but only used one channel!",,Hubert,Yannick,,Wen2018
,Deep learning with convolutional neural networks for decoding and visualization of EEG pathology,2018,"Schirrmeister, Gemein, Eggensperger, Hutter & Ball",Arxiv,Yes,University of Freiburg,7,,Classification of EEG signals,Clinical,Pathological EEG,,Improve SOTA ,End-to-end detection of abnormal EEG,N/M,Automated EEG diagnosis,,N/M,No,Raw EEG,TUH Abnormal EEG Corpus,Public,2385,21,250,"Abnormal: 1361 (train), 127 (test)
Normal: 1379 (train), 150 (test)",,,"1) Select 21 electrodes common to all subjects 
2) Remove 1st minute
3) Crop to recording to up to 20 minutes
4) Clip amplitude to +-800uV
5) Resample to 100Hz",N/M,Raw EEG,Raw EEG,N/M,,Pytorch,CNN,CNN,Tried two architectures: shallow and deep CNNs,Shallow CNN tailored to decode band powers,Yes,600 x 21,"Deep: 5 conv layers
Shallow: 1 conv layer",ELU,N/M,,,2,N/M,Standard optimization,Adam,Used SMAC ,N/M,SMAC ,N/M,Binary cross-entropy,Inter,10-Fold CV,"Train: 5480 (~90%)
Test: 554 (~10%)","we used 10-fold cross- validation performance obtained on the first 1500 recordings of the training data

16000 recordings of ~20 min from > 1000 patients","Accuracy, Sensitivity, and Specificity","accuracy, sensitivity, specificy",N/M,,< 3.5 h,"Accuracy: 85.4% (deep), 84.5% (shallow)
Sensitivity: 75.1% (deep), 77.3% (shallow)
Specificity: 94.1% (deep), 90..5% (shallow)",CNN and linear model with band-power features as input,DL & Trad.,,Effect of spectral perturbations of the input on the resulting prediction,"Perturbation visualizations showed that the CNNs used information related to changes in delta and theta bands. Suprisingly, shorter length EEG recordings yielded better accuracies.","""Still, to yield more clinically useful insights and diagnosis explanations, further improvements in ConvNet visualizations are needed.""",Yes,GitHub,No,Performed an architecture search that provide non-intuitive models. Best architecture did not reach significantly better performance. ,,Isabela,Hubert,,Schirrmeister2017a
